Order ID,Customer Name,Product Name,Category,Order Date,Ship Date,Region,Country,Sales Channel,Quantity,Price per Unit,Total Sales,Profit Margin (%),Order Status,Customer Rating
AMZ12996,Customer 359,Product 457,Toys,2021-05-09,2021-05-10,Australia,United States,Offline,7,108.86,762.02,6.25,Cancelled,4.1
AMZ12997,Customer 4312,Product 546,Electronics,2021-09-04,2021-09-07,North America,Canada,Offline,5,182.96,914.8,14.08,Cancelled,3.2
AMZ12998,Customer 512,Product 453,Books,2020-06-14,2020-06-24,South America,United Kingdom,Online,6,113.08,678.48,30.05,Delivered,1.1
AMZ12999,Customer 3696,Product 20,Electronics,2021-11-03,2021-11-13,Europe,India,Online,10,50.76,507.6,29.04,Cancelled,2.2
AMZ13000,Customer 3159,Product 80,Sports,2020-09-21,2020-09-22,Australia,United States,Online,1,70.62,70.62,31.74,Pending,2.1
AMZ13001,Customer 2309,Product 539,Toys,2021-04-04,2021-04-13,Asia,Canada,Offline,9,248.05,2232.45,5.75,Returned,2.0
AMZ13002,Customer 3384,Product 91,Electronics,2023-06-28,2023-06-29,Africa,Germany,Offline,1,259.62,259.62,24.63,Delivered,4.4
AMZ13003,Customer 1986,Product 112,Home,2022-01-02,2022-01-03,Asia,Germany,Online,1,447.26,447.26,8.86,Pending,4.4
AMZ13004,Customer 1328,Product 125,Sports,2022-11-11,2022-11-14,Africa,United Kingdom,Online,17,454.15,7720.55,19.97,Delivered,3.0
AMZ13005,Customer 3226,Product 202,Beauty,2021-02-09,2021-02-10,Australia,United States,Offline,7,207.82,1454.74,9.45,Delivered,1.7
AMZ13006,Customer 3105,Product 949,Beauty,2021-12-10,2021-12-20,South America,Germany,Online,19,303.75,5771.25,26.78,Returned,3.1
AMZ13007,Customer 4540,Product 71,Beauty,2022-04-14,2022-04-19,Europe,Canada,Online,5,328.56,1642.8,35.44,Delivered,4.1
AMZ13008,Customer 4304,Product 206,Home,2024-08-12,2024-08-18,Africa,India,Online,11,176.31,1939.41,16.69,Returned,1.8
AMZ13009,Customer 3223,Product 309,Electronics,2024-09-27,2024-10-03,Asia,Brazil,Online,1,491.11,491.11,18.7,Cancelled,3.0
AMZ13010,Customer 3820,Product 103,Clothing,2022-06-01,2022-06-07,Europe,United States,Offline,20,97.84,1956.8,8.92,Delivered,2.9
AMZ13011,Customer 3016,Product 282,Sports,2021-07-12,2021-07-22,Asia,United States,Offline,4,99.68,398.72,41.32,Cancelled,3.5
AMZ13012,Customer 3420,Product 300,Electronics,2020-09-28,2020-09-29,Asia,United Kingdom,Online,18,248.06,4465.08,38.79,Delivered,4.8
AMZ13013,Customer 2062,Product 499,Clothing,2021-10-17,2021-10-19,Europe,Canada,Offline,18,116.97,2105.46,30.72,Returned,4.6
AMZ13014,Customer 536,Product 944,Clothing,2023-10-22,2023-10-31,Asia,United Kingdom,Online,15,157.64,2364.6,36.09,Cancelled,4.2
AMZ13015,Customer 4971,Product 463,Home,2024-12-26,2024-12-29,South America,Canada,Offline,12,159.25,1911.0,45.48,Delivered,2.5
AMZ13016,Customer 3417,Product 385,Clothing,2024-01-24,2024-01-30,Africa,Canada,Offline,8,305.87,2446.96,34.26,Cancelled,4.4
AMZ13017,Customer 3522,Product 365,Home,2021-08-29,2021-08-31,North America,Brazil,Online,9,415.43,3738.87,24.03,Cancelled,2.5
AMZ13018,Customer 782,Product 619,Toys,2024-10-07,2024-10-15,Europe,Canada,Online,13,162.0,2106.0,45.11,Cancelled,1.4
AMZ13019,Customer 2227,Product 227,Home,2022-05-27,2022-05-30,Europe,Canada,Online,11,66.1,727.1,27.23,Returned,4.6
AMZ13020,Customer 3403,Product 845,Clothing,2020-05-13,2020-05-17,Europe,Brazil,Offline,12,103.96,1247.52,27.87,Delivered,2.6
AMZ13021,Customer 4903,Product 53,Electronics,2024-12-25,2025-01-03,North America,India,Offline,13,33.11,430.43,46.55,Returned,3.8
AMZ13022,Customer 1305,Product 7,Electronics,2021-10-23,2021-10-24,Europe,India,Offline,3,492.05,1476.15,31.51,Cancelled,4.1
AMZ13023,Customer 3681,Product 476,Electronics,2022-01-13,2022-01-22,South America,Australia,Offline,12,47.61,571.32,21.98,Returned,1.6
AMZ13024,Customer 4189,Product 714,Beauty,2022-05-19,2022-05-25,Africa,United Kingdom,Offline,2,103.5,207.0,30.86,Cancelled,1.4
AMZ13025,Customer 1380,Product 266,Clothing,2021-11-28,2021-12-05,Africa,Canada,Offline,20,367.02,7340.4,7.14,Pending,4.2
AMZ13026,Customer 937,Product 780,Electronics,2023-11-06,2023-11-16,Asia,Germany,Online,20,118.37,2367.4,16.42,Returned,4.2
AMZ13027,Customer 169,Product 714,Electronics,2021-11-22,2021-12-02,Asia,United States,Online,17,191.79,3260.43,23.92,Cancelled,4.4
AMZ13028,Customer 2838,Product 660,Clothing,2020-10-14,2020-10-22,Africa,Brazil,Online,14,241.3,3378.2,23.05,Cancelled,4.0
AMZ13029,Customer 3058,Product 604,Sports,2023-12-18,2023-12-24,Europe,United States,Offline,8,291.46,2331.68,27.52,Cancelled,4.7
AMZ13030,Customer 1346,Product 179,Toys,2023-06-03,2023-06-08,North America,Brazil,Offline,10,309.14,3091.4,23.65,Cancelled,4.8
AMZ13031,Customer 3601,Product 614,Toys,2024-06-20,2024-06-21,South America,United Kingdom,Offline,3,474.47,1423.41,18.6,Delivered,4.1
AMZ13032,Customer 3103,Product 158,Home,2020-09-19,2020-09-22,Australia,Australia,Online,16,215.36,3445.76,49.68,Delivered,3.3
AMZ13033,Customer 845,Product 542,Home,2024-06-27,2024-06-29,Asia,Canada,Offline,5,446.29,2231.45,9.33,Cancelled,4.0
AMZ13034,Customer 4223,Product 796,Beauty,2023-08-28,2023-09-03,Asia,Brazil,Online,16,114.17,1826.72,18.8,Returned,2.9
AMZ13035,Customer 1238,Product 259,Books,2022-06-18,2022-06-23,South America,United Kingdom,Offline,4,322.35,1289.4,11.6,Cancelled,3.3
AMZ13036,Customer 2379,Product 974,Beauty,2021-02-02,2021-02-05,Asia,United Kingdom,Offline,19,425.85,8091.15,34.33,Cancelled,3.7
AMZ13037,Customer 854,Product 858,Home,2024-06-13,2024-06-18,Africa,Australia,Offline,6,492.33,2953.98,29.76,Delivered,2.1
AMZ13038,Customer 1262,Product 160,Sports,2024-01-03,2024-01-04,Asia,Brazil,Offline,11,272.16,2993.76,32.56,Returned,3.8
AMZ13039,Customer 3221,Product 206,Beauty,2021-03-19,2021-03-26,Australia,Australia,Online,11,196.3,2159.3,44.22,Cancelled,1.1
AMZ13040,Customer 1813,Product 621,Beauty,2021-03-11,2021-03-20,Africa,Brazil,Online,2,265.25,530.5,6.07,Pending,4.1
AMZ13041,Customer 4345,Product 835,Sports,2023-05-14,2023-05-23,Europe,Australia,Offline,6,328.51,1971.06,23.94,Returned,4.5
AMZ13042,Customer 334,Product 310,Sports,2021-12-03,2021-12-10,Asia,Brazil,Offline,11,85.86,944.46,10.4,Cancelled,3.5
AMZ13043,Customer 3726,Product 190,Home,2024-02-06,2024-02-15,North America,Canada,Online,2,119.03,238.06,41.55,Returned,2.1
AMZ13044,Customer 468,Product 110,Home,2021-06-17,2021-06-26,Asia,Germany,Online,1,264.0,264.0,10.91,Pending,1.8
AMZ13045,Customer 3676,Product 819,Sports,2020-12-10,2020-12-18,Africa,India,Offline,3,13.92,41.76,49.27,Delivered,3.9
AMZ13046,Customer 4745,Product 490,Beauty,2024-06-11,2024-06-15,North America,India,Online,7,91.09,637.63,39.41,Delivered,4.7
AMZ13047,Customer 739,Product 618,Books,2022-06-30,2022-07-03,Australia,India,Offline,20,229.87,4597.4,35.92,Pending,1.5
AMZ13048,Customer 3807,Product 408,Clothing,2023-08-19,2023-08-20,Europe,India,Offline,10,397.72,3977.2,45.32,Returned,3.8
AMZ13049,Customer 1750,Product 127,Books,2021-03-14,2021-03-21,Australia,Canada,Offline,3,462.95,1388.85,23.84,Returned,1.7
AMZ13050,Customer 37,Product 111,Books,2022-08-13,2022-08-15,Asia,Brazil,Offline,11,67.66,744.26,26.43,Returned,4.4
AMZ13051,Customer 3420,Product 278,Electronics,2022-12-12,2022-12-19,Asia,Brazil,Offline,1,424.67,424.67,36.74,Cancelled,3.5
AMZ13052,Customer 1197,Product 890,Beauty,2023-03-14,2023-03-17,Europe,Brazil,Offline,2,214.15,428.3,28.73,Pending,1.7
AMZ13053,Customer 223,Product 922,Beauty,2024-01-17,2024-01-20,Europe,Brazil,Online,2,108.41,216.82,10.47,Returned,1.3
AMZ13054,Customer 2178,Product 256,Home,2020-08-04,2020-08-11,North America,United Kingdom,Online,4,148.07,592.28,5.89,Cancelled,2.5
AMZ13055,Customer 2003,Product 546,Beauty,2020-01-29,2020-02-02,North America,India,Offline,3,9.92,29.76,25.98,Returned,1.5
AMZ13056,Customer 1878,Product 732,Sports,2022-04-29,2022-05-02,Africa,Germany,Online,13,461.71,6002.23,42.0,Cancelled,3.3
AMZ13057,Customer 2562,Product 613,Clothing,2024-06-17,2024-06-19,Australia,Germany,Offline,16,423.39,6774.24,23.01,Delivered,1.8
AMZ13058,Customer 3992,Product 286,Books,2021-12-27,2021-12-30,Europe,United Kingdom,Offline,5,453.02,2265.1,19.57,Pending,2.8
AMZ13059,Customer 1454,Product 351,Home,2021-04-07,2021-04-11,Africa,United States,Offline,19,165.26,3139.94,13.38,Pending,4.6
AMZ13060,Customer 4053,Product 225,Clothing,2021-05-09,2021-05-15,Australia,Germany,Online,19,94.68,1798.92,19.17,Returned,4.5
AMZ13061,Customer 790,Product 450,Beauty,2024-01-30,2024-02-06,Africa,United States,Online,11,217.92,2397.12,13.02,Cancelled,2.7
AMZ13062,Customer 4194,Product 29,Electronics,2021-10-18,2021-10-21,South America,United States,Offline,10,123.11,1231.1,5.31,Pending,4.9
AMZ13063,Customer 1755,Product 381,Books,2023-01-07,2023-01-09,Asia,United Kingdom,Online,2,187.87,375.74,14.0,Delivered,3.9
AMZ13064,Customer 2975,Product 472,Beauty,2021-08-20,2021-08-29,North America,India,Online,3,289.42,868.26,22.07,Pending,4.2
AMZ13065,Customer 3947,Product 60,Home,2022-04-10,2022-04-12,South America,Canada,Online,14,384.74,5386.36,32.54,Returned,3.3
AMZ13066,Customer 1422,Product 118,Beauty,2024-10-21,2024-10-24,North America,Brazil,Online,15,129.62,1944.3,32.12,Returned,1.1
AMZ13067,Customer 3105,Product 646,Beauty,2021-06-28,2021-07-07,Africa,United Kingdom,Online,17,291.28,4951.76,35.39,Cancelled,4.6
AMZ13068,Customer 3783,Product 202,Home,2020-05-15,2020-05-22,Australia,Germany,Offline,1,188.34,188.34,45.33,Delivered,3.0
AMZ13069,Customer 3403,Product 306,Toys,2022-12-19,2022-12-28,Asia,United States,Online,4,398.76,1595.04,30.76,Delivered,4.4
AMZ13070,Customer 1780,Product 132,Sports,2024-08-09,2024-08-17,North America,Australia,Offline,13,185.73,2414.49,21.26,Cancelled,3.3
AMZ13071,Customer 3792,Product 361,Toys,2022-10-12,2022-10-17,Europe,United Kingdom,Online,3,280.25,840.75,21.3,Delivered,3.6
AMZ13072,Customer 4586,Product 298,Sports,2021-12-08,2021-12-10,North America,Brazil,Online,5,54.48,272.4,19.66,Pending,1.3
AMZ13073,Customer 1289,Product 328,Electronics,2024-07-12,2024-07-16,Europe,Canada,Offline,8,385.01,3080.08,8.64,Delivered,3.5
AMZ13074,Customer 1415,Product 84,Home,2024-09-28,2024-10-03,Europe,Australia,Online,6,246.45,1478.7,18.28,Pending,1.5
AMZ13075,Customer 1554,Product 172,Electronics,2021-07-21,2021-07-23,South America,Canada,Online,5,439.14,2195.7,5.01,Delivered,4.9
AMZ13076,Customer 1078,Product 923,Beauty,2020-04-15,2020-04-23,Europe,United States,Offline,12,49.21,590.52,17.78,Cancelled,1.9
AMZ13077,Customer 70,Product 405,Home,2021-12-29,2021-12-30,Europe,Australia,Online,5,444.81,2224.05,34.84,Returned,3.8
AMZ13078,Customer 2097,Product 911,Home,2022-07-18,2022-07-28,Africa,Brazil,Online,14,142.1,1989.4,13.89,Delivered,1.2
AMZ13079,Customer 2070,Product 13,Electronics,2021-05-08,2021-05-10,Africa,United States,Offline,11,477.88,5256.68,11.2,Pending,3.0
AMZ13080,Customer 2934,Product 883,Clothing,2021-04-02,2021-04-03,Asia,Brazil,Offline,4,390.23,1560.92,15.93,Pending,2.3
AMZ13081,Customer 2753,Product 206,Toys,2021-10-07,2021-10-17,Asia,Germany,Online,17,215.72,3667.24,41.88,Pending,1.1
AMZ13082,Customer 399,Product 181,Toys,2020-05-30,2020-06-08,Asia,India,Online,16,170.82,2733.12,45.8,Pending,3.6
AMZ13083,Customer 141,Product 434,Electronics,2023-05-24,2023-05-26,Europe,Germany,Offline,17,387.27,6583.59,43.78,Cancelled,1.6
AMZ13084,Customer 1031,Product 281,Clothing,2023-10-31,2023-11-07,South America,Australia,Online,5,332.47,1662.35,19.48,Returned,4.5
AMZ13085,Customer 3796,Product 661,Books,2023-08-24,2023-09-01,Europe,Australia,Online,11,8.46,93.06,40.2,Delivered,4.9
AMZ13086,Customer 2903,Product 44,Home,2023-04-27,2023-05-05,North America,Brazil,Online,8,72.76,582.08,26.06,Returned,3.8
AMZ13087,Customer 3420,Product 152,Clothing,2022-06-05,2022-06-08,Europe,Germany,Offline,15,319.8,4797.0,37.2,Pending,4.2
AMZ13088,Customer 2694,Product 643,Books,2023-04-16,2023-04-24,North America,India,Offline,4,395.03,1580.12,18.45,Cancelled,1.2
AMZ13089,Customer 932,Product 993,Beauty,2024-06-04,2024-06-05,South America,Germany,Online,14,305.58,4278.12,14.87,Pending,2.9
AMZ13090,Customer 4108,Product 19,Electronics,2023-12-12,2023-12-17,Europe,Australia,Offline,19,479.69,9114.11,22.56,Delivered,1.4
AMZ13091,Customer 4246,Product 211,Clothing,2024-11-08,2024-11-15,Africa,United States,Offline,9,390.54,3514.86,10.75,Pending,3.6
AMZ13092,Customer 3640,Product 37,Toys,2023-05-25,2023-05-27,Australia,United Kingdom,Online,16,482.43,7718.88,43.61,Delivered,2.8
AMZ13093,Customer 3245,Product 773,Beauty,2022-01-26,2022-02-04,South America,United States,Offline,9,182.18,1639.62,37.56,Cancelled,2.4
AMZ13094,Customer 4189,Product 918,Beauty,2023-01-30,2023-02-07,Asia,Germany,Offline,1,434.22,434.22,47.48,Returned,4.2
AMZ13095,Customer 2322,Product 578,Books,2020-01-18,2020-01-23,North America,United States,Online,17,424.6,7218.2,39.26,Delivered,2.3
AMZ13096,Customer 3629,Product 908,Sports,2024-08-10,2024-08-14,Africa,Germany,Offline,14,259.67,3635.38,31.76,Returned,3.4
AMZ13097,Customer 4192,Product 885,Clothing,2021-12-04,2021-12-10,South America,Brazil,Online,2,85.05,170.1,31.28,Pending,3.0
AMZ13098,Customer 1472,Product 437,Sports,2024-12-24,2024-12-25,Asia,United Kingdom,Online,15,185.97,2789.55,46.35,Pending,5.0
AMZ13099,Customer 503,Product 21,Beauty,2020-03-02,2020-03-11,South America,India,Online,4,190.25,761.0,39.28,Cancelled,1.8
AMZ13100,Customer 3020,Product 332,Clothing,2022-10-24,2022-11-03,Asia,India,Offline,12,6.95,83.4,37.17,Cancelled,3.8
AMZ13101,Customer 2234,Product 677,Home,2021-03-28,2021-03-31,North America,United States,Online,20,498.95,9979.0,23.93,Delivered,4.4
AMZ13102,Customer 2928,Product 970,Electronics,2021-07-04,2021-07-10,Europe,Canada,Online,6,404.09,2424.54,13.63,Delivered,3.4
AMZ13103,Customer 1990,Product 492,Sports,2024-11-02,2024-11-10,South America,United Kingdom,Online,5,287.97,1439.85,25.34,Returned,2.8
AMZ13104,Customer 4874,Product 304,Sports,2024-12-13,2024-12-23,Asia,United Kingdom,Online,3,257.28,771.84,46.09,Cancelled,4.6
AMZ13105,Customer 1850,Product 252,Electronics,2022-09-21,2022-09-26,Europe,India,Offline,15,111.71,1675.65,15.01,Returned,2.3
AMZ13106,Customer 389,Product 426,Electronics,2024-01-31,2024-02-10,Europe,India,Online,13,34.38,446.94,18.09,Returned,1.7
AMZ13107,Customer 3263,Product 844,Beauty,2021-03-02,2021-03-05,South America,Brazil,Online,16,76.21,1219.36,27.54,Pending,2.4
AMZ13108,Customer 3547,Product 445,Books,2020-09-23,2020-09-28,Asia,India,Online,18,99.57,1792.26,15.69,Returned,2.6
AMZ13109,Customer 1923,Product 237,Toys,2023-07-28,2023-07-29,North America,Brazil,Online,13,6.95,90.35,32.98,Returned,3.0
AMZ13110,Customer 128,Product 25,Toys,2020-06-11,2020-06-17,Australia,United Kingdom,Offline,6,109.62,657.72,45.88,Returned,1.3
AMZ13111,Customer 2223,Product 943,Beauty,2023-02-27,2023-03-02,Asia,Brazil,Online,11,455.6,5011.6,14.39,Delivered,3.2
AMZ13112,Customer 3208,Product 171,Clothing,2023-04-17,2023-04-20,North America,Germany,Offline,5,301.1,1505.5,9.97,Cancelled,1.9
AMZ13113,Customer 2859,Product 29,Electronics,2023-11-01,2023-11-08,Asia,Australia,Offline,19,176.82,3359.58,15.64,Cancelled,1.9
AMZ13114,Customer 859,Product 980,Sports,2023-11-17,2023-11-26,North America,Brazil,Online,13,140.07,1820.91,32.52,Cancelled,3.1
AMZ13115,Customer 1349,Product 371,Home,2024-04-17,2024-04-18,Asia,Germany,Offline,6,50.94,305.64,22.39,Delivered,1.4
AMZ13116,Customer 4159,Product 962,Clothing,2024-01-15,2024-01-17,Asia,Brazil,Offline,10,465.37,4653.7,12.61,Cancelled,3.9
AMZ13117,Customer 4080,Product 425,Beauty,2022-07-30,2022-08-03,South America,United Kingdom,Offline,11,400.71,4407.81,22.84,Delivered,4.8
AMZ13118,Customer 2447,Product 420,Clothing,2023-06-15,2023-06-20,South America,United States,Online,10,173.64,1736.4,29.73,Pending,4.4
AMZ13119,Customer 3354,Product 572,Beauty,2023-09-27,2023-09-30,Europe,United States,Online,13,464.39,6037.07,26.02,Delivered,1.8
AMZ13120,Customer 2523,Product 622,Sports,2022-03-21,2022-03-29,Asia,United Kingdom,Online,18,323.76,5827.68,42.38,Pending,1.7
AMZ13121,Customer 3428,Product 996,Toys,2023-02-10,2023-02-18,Australia,Brazil,Offline,6,496.94,2981.64,20.56,Returned,2.7
AMZ13122,Customer 2312,Product 251,Toys,2021-06-12,2021-06-20,Australia,Australia,Online,15,95.3,1429.5,5.16,Returned,4.3
AMZ13123,Customer 3680,Product 4,Books,2022-05-10,2022-05-13,South America,Germany,Offline,18,265.77,4783.86,9.5,Delivered,1.3
AMZ13124,Customer 2446,Product 727,Clothing,2023-09-10,2023-09-15,Asia,Brazil,Offline,4,411.55,1646.2,7.63,Delivered,2.6
AMZ13125,Customer 393,Product 5,Home,2021-09-25,2021-09-28,Australia,India,Online,7,346.64,2426.48,5.17,Returned,1.5
AMZ13126,Customer 4530,Product 735,Beauty,2024-07-23,2024-07-25,Asia,India,Online,18,295.09,5311.62,11.16,Pending,2.9
AMZ13127,Customer 675,Product 489,Beauty,2020-03-21,2020-03-29,North America,United States,Online,3,280.47,841.41,8.65,Cancelled,2.2
AMZ13128,Customer 4099,Product 870,Beauty,2021-12-27,2022-01-03,South America,United States,Online,15,300.68,4510.2,41.24,Returned,1.6
AMZ13129,Customer 4781,Product 468,Sports,2020-04-22,2020-04-26,Europe,United Kingdom,Offline,16,119.26,1908.16,23.82,Cancelled,1.8
AMZ13130,Customer 26,Product 82,Toys,2020-07-23,2020-08-02,North America,Australia,Offline,4,423.8,1695.2,27.01,Cancelled,1.9
AMZ13131,Customer 1664,Product 829,Beauty,2021-11-20,2021-11-26,Europe,India,Online,5,144.79,723.95,27.36,Delivered,3.2
AMZ13132,Customer 1376,Product 138,Beauty,2021-08-04,2021-08-08,North America,United States,Online,7,392.42,2746.94,14.96,Cancelled,4.1
AMZ13133,Customer 1677,Product 414,Toys,2022-03-29,2022-04-08,South America,United Kingdom,Online,16,97.08,1553.28,24.2,Delivered,1.3
AMZ13134,Customer 1380,Product 43,Clothing,2023-10-16,2023-10-25,Australia,United Kingdom,Offline,4,472.46,1889.84,34.6,Pending,1.5
AMZ13135,Customer 2961,Product 44,Home,2020-05-13,2020-05-14,North America,India,Online,6,341.84,2051.04,15.29,Delivered,1.7
AMZ13136,Customer 205,Product 538,Beauty,2023-02-15,2023-02-20,Europe,India,Online,1,372.75,372.75,21.79,Pending,2.3
AMZ13137,Customer 3619,Product 404,Home,2024-10-29,2024-11-01,Australia,Australia,Offline,17,266.08,4523.36,16.18,Delivered,1.4
AMZ13138,Customer 3393,Product 350,Sports,2020-12-21,2020-12-23,North America,India,Offline,13,142.58,1853.54,28.34,Returned,4.1
AMZ13139,Customer 231,Product 628,Electronics,2021-07-12,2021-07-16,South America,Brazil,Offline,13,472.63,6144.19,43.14,Returned,1.9
AMZ13140,Customer 864,Product 164,Beauty,2022-04-10,2022-04-13,Australia,United States,Offline,1,192.04,192.04,29.49,Returned,1.5
AMZ13141,Customer 4964,Product 231,Home,2021-10-13,2021-10-16,Europe,Canada,Offline,1,393.41,393.41,8.31,Returned,3.4
AMZ13142,Customer 4901,Product 129,Home,2024-06-01,2024-06-11,Australia,Brazil,Offline,15,213.75,3206.25,36.5,Delivered,3.6
AMZ13143,Customer 1042,Product 659,Beauty,2020-04-11,2020-04-12,Asia,United States,Offline,2,272.96,545.92,12.84,Returned,1.5
AMZ13144,Customer 872,Product 209,Sports,2020-06-18,2020-06-20,Europe,Canada,Online,12,258.66,3103.92,45.24,Returned,3.0
AMZ13145,Customer 394,Product 340,Clothing,2021-02-01,2021-02-08,Europe,Brazil,Online,20,408.79,8175.8,5.96,Returned,2.8
AMZ13146,Customer 2571,Product 619,Books,2021-02-06,2021-02-15,South America,India,Online,11,265.68,2922.48,13.84,Delivered,1.3
AMZ13147,Customer 4867,Product 251,Home,2023-12-31,2024-01-07,Asia,India,Online,2,383.37,766.74,25.01,Cancelled,1.6
AMZ13148,Customer 3180,Product 116,Sports,2024-02-27,2024-03-06,South America,India,Online,8,342.2,2737.6,49.98,Returned,2.8
AMZ13149,Customer 4860,Product 924,Home,2020-01-11,2020-01-20,Europe,Australia,Offline,11,107.32,1180.52,49.12,Returned,4.7
AMZ13150,Customer 3577,Product 622,Clothing,2024-11-07,2024-11-13,Europe,Germany,Online,14,156.46,2190.44,49.14,Pending,2.5
AMZ13151,Customer 4267,Product 608,Home,2024-04-06,2024-04-16,South America,Canada,Online,19,40.18,763.42,36.83,Cancelled,4.0
AMZ13152,Customer 3165,Product 433,Sports,2021-12-11,2021-12-13,Asia,India,Offline,8,330.88,2647.04,6.69,Delivered,4.7
AMZ13153,Customer 609,Product 193,Sports,2021-11-02,2021-11-11,Australia,Brazil,Offline,1,346.7,346.7,14.0,Returned,4.0
AMZ13154,Customer 2082,Product 636,Toys,2022-05-09,2022-05-19,Europe,Brazil,Online,16,202.09,3233.44,40.62,Pending,4.0
AMZ13155,Customer 3108,Product 89,Clothing,2022-07-22,2022-07-24,South America,United States,Offline,16,384.26,6148.16,48.79,Cancelled,3.4
AMZ13156,Customer 1753,Product 653,Clothing,2021-12-25,2022-01-02,Australia,India,Offline,12,37.58,450.96,31.23,Delivered,4.2
AMZ13157,Customer 4578,Product 678,Electronics,2022-12-27,2023-01-02,Africa,Brazil,Offline,6,431.91,2591.46,47.68,Returned,2.7
AMZ13158,Customer 635,Product 141,Home,2024-06-08,2024-06-14,Asia,United States,Online,12,279.19,3350.28,38.07,Pending,1.1
AMZ13159,Customer 356,Product 242,Home,2022-09-28,2022-10-05,North America,Canada,Offline,3,223.54,670.62,30.72,Pending,3.2
AMZ13160,Customer 477,Product 30,Home,2022-02-16,2022-02-21,Asia,United States,Offline,18,412.71,7428.78,24.9,Delivered,3.2
AMZ13161,Customer 1944,Product 184,Clothing,2020-03-10,2020-03-13,Africa,Australia,Offline,9,8.03,72.27,26.02,Delivered,2.5
AMZ13162,Customer 3991,Product 806,Books,2024-07-24,2024-07-27,North America,United States,Offline,9,92.87,835.83,14.67,Cancelled,1.6
AMZ13163,Customer 1954,Product 1000,Sports,2023-05-02,2023-05-07,South America,Germany,Offline,15,222.63,3339.45,13.57,Cancelled,4.1
AMZ13164,Customer 2088,Product 52,Books,2023-07-22,2023-07-25,Europe,United Kingdom,Offline,6,148.46,890.76,26.24,Cancelled,2.0
AMZ13165,Customer 3664,Product 126,Beauty,2020-02-18,2020-02-20,North America,Germany,Online,3,437.9,1313.7,18.67,Pending,2.4
AMZ13166,Customer 3212,Product 480,Books,2024-01-04,2024-01-13,North America,United States,Offline,9,241.37,2172.33,13.39,Delivered,4.9
AMZ13167,Customer 3029,Product 112,Toys,2024-05-31,2024-06-05,Europe,Australia,Online,11,154.4,1698.4,40.53,Pending,2.0
AMZ13168,Customer 3440,Product 627,Clothing,2023-12-31,2024-01-01,Europe,India,Online,6,265.78,1594.68,42.3,Returned,4.8
AMZ13169,Customer 3299,Product 557,Sports,2021-02-15,2021-02-22,Australia,India,Offline,4,107.35,429.4,6.33,Delivered,4.1
AMZ13170,Customer 4771,Product 859,Books,2020-04-25,2020-04-28,Asia,India,Online,14,159.35,2230.9,15.52,Returned,2.9
AMZ13171,Customer 3108,Product 742,Electronics,2020-03-05,2020-03-10,Europe,United States,Online,13,432.97,5628.61,25.81,Pending,4.4
AMZ13172,Customer 1157,Product 96,Electronics,2021-06-09,2021-06-13,Europe,Australia,Offline,8,179.83,1438.64,44.46,Cancelled,2.3
AMZ13173,Customer 1413,Product 325,Electronics,2021-02-09,2021-02-10,North America,United States,Online,4,456.79,1827.16,25.46,Pending,1.2
AMZ13174,Customer 4827,Product 520,Toys,2020-01-27,2020-01-31,North America,Canada,Online,14,266.37,3729.18,23.27,Cancelled,2.6
AMZ13175,Customer 4605,Product 993,Toys,2020-12-03,2020-12-08,Europe,United States,Online,9,80.94,728.46,40.6,Cancelled,1.2
AMZ13176,Customer 2124,Product 487,Electronics,2024-05-08,2024-05-10,Australia,Canada,Offline,5,192.57,962.85,15.79,Delivered,3.3
AMZ13177,Customer 2547,Product 818,Books,2020-03-18,2020-03-20,South America,India,Offline,20,464.24,9284.8,25.19,Cancelled,1.9
AMZ13178,Customer 223,Product 472,Clothing,2021-01-28,2021-01-30,North America,United Kingdom,Offline,12,354.1,4249.2,9.4,Cancelled,3.9
AMZ13179,Customer 4671,Product 803,Books,2021-12-14,2021-12-17,Europe,Brazil,Online,16,37.56,600.96,22.23,Pending,1.4
AMZ13180,Customer 678,Product 954,Books,2023-09-18,2023-09-21,Asia,Canada,Online,19,440.78,8374.82,21.06,Returned,4.7
AMZ13181,Customer 4973,Product 116,Books,2021-11-12,2021-11-22,Australia,United States,Offline,19,117.61,2234.59,25.6,Pending,3.5
AMZ13182,Customer 1192,Product 378,Toys,2024-01-03,2024-01-09,Europe,Brazil,Offline,12,466.5,5598.0,24.78,Returned,2.3
AMZ13183,Customer 2879,Product 281,Electronics,2021-07-08,2021-07-15,Europe,India,Online,5,116.76,583.8,28.49,Returned,1.4
AMZ13184,Customer 4642,Product 385,Sports,2023-11-01,2023-11-07,Europe,United States,Offline,10,340.98,3409.8,24.04,Cancelled,3.6
AMZ13185,Customer 3836,Product 235,Home,2020-11-01,2020-11-03,Africa,Canada,Online,19,467.08,8874.52,42.28,Delivered,3.2
AMZ13186,Customer 4775,Product 790,Home,2024-10-07,2024-10-12,Europe,United States,Offline,3,123.47,370.41,44.83,Delivered,4.6
AMZ13187,Customer 3868,Product 761,Books,2020-08-22,2020-08-23,Australia,Germany,Offline,5,210.47,1052.35,46.85,Delivered,3.7
AMZ13188,Customer 2145,Product 855,Beauty,2020-11-16,2020-11-22,Europe,Australia,Offline,19,349.08,6632.52,12.07,Pending,2.5
AMZ13189,Customer 1127,Product 428,Home,2023-09-09,2023-09-15,Australia,India,Online,9,188.18,1693.62,24.15,Pending,2.8
